year,season,district,mandal,crop,normal_area,actual_area
2017-2018,Kharif,Siddipet,Dubbak,Red Gram,430.0,624.0
2017-2018,Kharif,Siddipet,Siddipet Rural,Red Gram,757.0,502.0
2017-2018,Kharif,Siddipet,Chinnakodur,Red Gram,462.0,1430.0
2017-2018,Kharif,Siddipet,Bejjanki,Red Gram,69.0,159.0
2017-2018,Kharif,Siddipet,Koheda,Red Gram,137.0,182.0
2017-2018,Kharif,Siddipet,Husnabad,Red Gram,166.0,306.0
2017-2018,Kharif,Siddipet,Akkannapet,Red Gram,29.0,361.0
2017-2018,Kharif,Siddipet,Nanganoor,Red Gram,623.0,301.0
2017-2018,Kharif,Siddipet,Siddipet Urban,Red Gram,77.0,254.0
2017-2018,Kharif,Siddipet,Thoguta,Red Gram,190.0,195.0
2017-2018,Kharif,Siddipet,Mirdoddi,Red Gram,102.0,345.0
2017-2018,Kharif,Siddipet,Doulthabad,Red Gram,120.0,334.0
2017-2018,Kharif,Siddipet,Raypole,Red Gram,17.0,170.0
2017-2018,Kharif,Siddipet,Wargal,Red Gram,87.0,358.0
2017-2018,Kharif,Siddipet,Mulugu,Red Gram,95.0,216.0
2017-2018,Kharif,Siddipet,Markook,Red Gram,32.0,117.0
2017-2018,Kharif,Siddipet,Jagdevpur,Red Gram,194.0,502.0
2017-2018,Kharif,Siddipet,Gajwel,Red Gram,239.0,426.0
2017-2018,Kharif,Siddipet,Kondapak,Red Gram,436.0,570.0
2017-2018,Kharif,Siddipet,Komuravelly,Red Gram,45.0,502.0
2017-2018,Kharif,Siddipet,Cherial,Red Gram,892.0,340.0
2017-2018,Kharif,Siddipet,Maddur,Red Gram,379.0,515.0
2017-2018,Kharif,Siddipet,Dubbak,Green Gram,40.0,156.0
2017-2018,Kharif,Siddipet,Siddipet Rural,Green Gram,184.0,34.0
2017-2018,Kharif,Siddipet,Chinnakodur,Green Gram,58.0,18.0
2017-2018,Kharif,Siddipet,Bejjanki,Green Gram,97.0,20.0
2017-2018,Kharif,Siddipet,Koheda,Green Gram,156.0,40.0
2017-2018,Kharif,Siddipet,Husnabad,Green Gram,58.0,3.0
2017-2018,Kharif,Siddipet,Akkannapet,Green Gram,5.0,27.0
2017-2018,Kharif,Siddipet,Nanganoor,Green Gram,71.0,75.0
2017-2018,Kharif,Siddipet,Siddipet Urban,Green Gram,17.0,20.0
2017-2018,Kharif,Siddipet,Thoguta,Green Gram,23.0,10.0
2017-2018,Kharif,Siddipet,Mirdoddi,Green Gram,17.0,0.0
2017-2018,Kharif,Siddipet,Doulthabad,Green Gram,0.0,8.0
2017-2018,Kharif,Siddipet,Raypole,Green Gram,0.0,0.0
2017-2018,Kharif,Siddipet,Wargal,Green Gram,0.0,2.0
2017-2018,Kharif,Siddipet,Mulugu,Green Gram,4.0,4.0
2017-2018,Kharif,Siddipet,Markook,Green Gram,2.0,2.0
2017-2018,Kharif,Siddipet,Jagdevpur,Green Gram,18.0,36.0
2017-2018,Kharif,Siddipet,Gajwel,Green Gram,0.0,3.0
2017-2018,Kharif,Siddipet,Kondapak,Green Gram,49.0,14.0
2017-2018,Kharif,Siddipet,Komuravelly,Green Gram,0.0,0.0
2017-2018,Kharif,Siddipet,Cherial,Green Gram,0.0,53.0
2017-2018,Kharif,Siddipet,Maddur,Green Gram,2.0,0.0
2017-2018,Kharif,Siddipet,Dubbak,Black Gram,0.0,0.0
2017-2018,Kharif,Siddipet,Siddipet Rural,Black Gram,0.0,0.0
2017-2018,Kharif,Siddipet,Chinnakodur,Black Gram,8.0,0.0
2017-2018,Kharif,Siddipet,Bejjanki,Black Gram,2.0,6.0
2017-2018,Kharif,Siddipet,Koheda,Black Gram,0.0,35.0
2017-2018,Kharif,Siddipet,Husnabad,Black Gram,20.0,2.0
2017-2018,Kharif,Siddipet,Akkannapet,Black Gram,0.0,23.0
2017-2018,Kharif,Siddipet,Nanganoor,Black Gram,0.0,0.0
2017-2018,Kharif,Siddipet,Siddipet Urban,Black Gram,0.0,0.0
2017-2018,Kharif,Siddipet,Thoguta,Black Gram,0.0,0.0
2017-2018,Kharif,Siddipet,Mirdoddi,Black Gram,0.0,0.0
2017-2018,Kharif,Siddipet,Doulthabad,Black Gram,0.0,0.0
2017-2018,Kharif,Siddipet,Raypole,Black Gram,0.0,0.0
2017-2018,Kharif,Siddipet,Wargal,Black Gram,1.0,8.0
2017-2018,Kharif,Siddipet,Mulugu,Black Gram,0.0,0.0
2017-2018,Kharif,Siddipet,Markook,Black Gram,0.0,0.0
2017-2018,Kharif,Siddipet,Jagdevpur,Black Gram,0.0,0.0
2017-2018,Kharif,Siddipet,Gajwel,Black Gram,0.0,1.0
2017-2018,Kharif,Siddipet,Kondapak,Black Gram,9.0,16.0
2017-2018,Kharif,Siddipet,Komuravelly,Black Gram,0.0,0.0
2017-2018,Kharif,Siddipet,Cherial,Black Gram,0.0,24.0
2017-2018,Kharif,Siddipet,Maddur,Black Gram,0.0,0.0
2017-2018,Kharif,Siddipet,Dubbak,Soyabean,23.0,0.0
2017-2018,Kharif,Siddipet,Siddipet Rural,Soyabean,0.0,0.0
2017-2018,Kharif,Siddipet,Chinnakodur,Soyabean,4.0,0.0
2017-2018,Kharif,Siddipet,Bejjanki,Soyabean,7.0,0.0
2017-2018,Kharif,Siddipet,Koheda,Soyabean,9.0,0.0
2017-2018,Kharif,Siddipet,Husnabad,Soyabean,0.0,0.0
2017-2018,Kharif,Siddipet,Akkannapet,Soyabean,2.0,0.0
2017-2018,Kharif,Siddipet,Nanganoor,Soyabean,0.0,0.0
2017-2018,Kharif,Siddipet,Siddipet Urban,Soyabean,0.0,0.0
2017-2018,Kharif,Siddipet,Thoguta,Soyabean,0.0,0.0
2017-2018,Kharif,Siddipet,Mirdoddi,Soyabean,0.0,0.0
2017-2018,Kharif,Siddipet,Doulthabad,Soyabean,2.0,0.0
2017-2018,Kharif,Siddipet,Raypole,Soyabean,2.0,0.0
2017-2018,Kharif,Siddipet,Wargal,Soyabean,0.0,22.0
2017-2018,Kharif,Siddipet,Mulugu,Soyabean,5.0,1.0
2017-2018,Kharif,Siddipet,Markook,Soyabean,76.0,36.0
2017-2018,Kharif,Siddipet,Jagdevpur,Soyabean,0.0,0.0
2017-2018,Kharif,Siddipet,Gajwel,Soyabean,24.0,2.0
2017-2018,Kharif,Siddipet,Kondapak,Soyabean,0.0,0.0
2017-2018,Kharif,Siddipet,Komuravelly,Soyabean,0.0,0.0
2017-2018,Kharif,Siddipet,Cherial,Soyabean,24.0,0.0
2017-2018,Kharif,Siddipet,Maddur,Soyabean,1.0,0.0
2017-2018,Kharif,Siddipet,Dubbak,Jowar,0.0,0.0
2017-2018,Kharif,Siddipet,Siddipet Rural,Jowar,11.0,0.0
2017-2018,Kharif,Siddipet,Chinnakodur,Jowar,1.0,0.0
2017-2018,Kharif,Siddipet,Bejjanki,Jowar,0.0,0.0
2017-2018,Kharif,Siddipet,Koheda,Jowar,0.0,0.0
2017-2018,Kharif,Siddipet,Husnabad,Jowar,1.0,0.0
2017-2018,Kharif,Siddipet,Akkannapet,Jowar,2.0,20.0
2017-2018,Kharif,Siddipet,Nanganoor,Jowar,0.0,0.0
2017-2018,Kharif,Siddipet,Siddipet Urban,Jowar,0.0,0.0
2017-2018,Kharif,Siddipet,Thoguta,Jowar,0.0,0.0
2017-2018,Kharif,Siddipet,Mirdoddi,Jowar,0.0,0.0
2017-2018,Kharif,Siddipet,Doulthabad,Jowar,0.0,0.0
2017-2018,Kharif,Siddipet,Raypole,Jowar,0.0,0.0
2017-2018,Kharif,Siddipet,Wargal,Jowar,0.0,0.0
2017-2018,Kharif,Siddipet,Mulugu,Jowar,0.0,0.0
2017-2018,Kharif,Siddipet,Markook,Jowar,1.0,3.0
2017-2018,Kharif,Siddipet,Jagdevpur,Jowar,11.0,8.0
2017-2018,Kharif,Siddipet,Gajwel,Jowar,0.0,0.0
2017-2018,Kharif,Siddipet,Kondapak,Jowar,45.0,88.0
2017-2018,Kharif,Siddipet,Komuravelly,Jowar,0.0,0.0
2017-2018,Kharif,Siddipet,Cherial,Jowar,0.0,0.0
2017-2018,Kharif,Siddipet,Maddur,Jowar,8.0,4.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Bhongir,Paddy,2029.0,3574.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Bibinagar,Paddy,6107.0,3580.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Pochampally,Paddy,5971.0,6050.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Valigonda,Paddy,4429.0,5582.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Alair,Paddy,1571.0,1590.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Athmakur,Paddy,1726.0,2625.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Yadagirigutta,Paddy,662.0,950.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Bommalaramaram,Paddy,679.0,428.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Rajapet,Paddy,1118.0,1106.0
2017-2018,Rabi,Yadadri Bhuvanagiri,M.turkapally,Paddy,1024.0,1552.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Motakondur,Paddy,416.0,1205.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Narayanpur,Paddy,1083.0,87.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Choutuppal,Paddy,1472.0,1528.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Ramannapet,Paddy,3141.0,3460.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Addagudur,Paddy,1026.0,2336.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Mothkur,Paddy,915.0,2500.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Bhongir,Wheat,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bibinagar,Wheat,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Pochampally,Wheat,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Valigonda,Wheat,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Alair,Wheat,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Athmakur,Wheat,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Yadagirigutta,Wheat,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bommalaramaram,Wheat,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Rajapet,Wheat,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,M.turkapally,Wheat,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Motakondur,Wheat,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Narayanpur,Wheat,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Choutuppal,Wheat,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Ramannapet,Wheat,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Addagudur,Wheat,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Mothkur,Wheat,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bhongir,Jowar,10.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bibinagar,Jowar,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Pochampally,Jowar,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Valigonda,Jowar,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Alair,Jowar,5.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Athmakur,Jowar,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Yadagirigutta,Jowar,7.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bommalaramaram,Jowar,21.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Rajapet,Jowar,9.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,M.turkapally,Jowar,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Motakondur,Jowar,3.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Narayanpur,Jowar,4.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Choutuppal,Jowar,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Ramannapet,Jowar,2.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Addagudur,Jowar,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Mothkur,Jowar,1.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bhongir,Bajra,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bibinagar,Bajra,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Pochampally,Bajra,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Valigonda,Bajra,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Alair,Bajra,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Athmakur,Bajra,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Yadagirigutta,Bajra,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bommalaramaram,Bajra,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Rajapet,Bajra,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,M.turkapally,Bajra,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Motakondur,Bajra,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Narayanpur,Bajra,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Choutuppal,Bajra,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Ramannapet,Bajra,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Addagudur,Bajra,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Mothkur,Bajra,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bhongir,Maize,13.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bibinagar,Maize,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Pochampally,Maize,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Valigonda,Maize,5.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Alair,Maize,12.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Athmakur,Maize,5.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Yadagirigutta,Maize,7.0,2.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Bommalaramaram,Maize,15.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Rajapet,Maize,4.0,2.0
2017-2018,Rabi,Yadadri Bhuvanagiri,M.turkapally,Maize,3.0,5.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Motakondur,Maize,7.0,10.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Narayanpur,Maize,3.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Choutuppal,Maize,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Ramannapet,Maize,3.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Addagudur,Maize,2.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Mothkur,Maize,4.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bhongir,Ragi,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bibinagar,Ragi,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Pochampally,Ragi,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Valigonda,Ragi,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Alair,Ragi,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Athmakur,Ragi,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Yadagirigutta,Ragi,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bommalaramaram,Ragi,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Rajapet,Ragi,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,M.turkapally,Ragi,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Motakondur,Ragi,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Narayanpur,Ragi,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Choutuppal,Ragi,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Ramannapet,Ragi,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Addagudur,Ragi,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Mothkur,Ragi,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bhongir,Horse Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bibinagar,Horse Gram,8.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Pochampally,Horse Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Valigonda,Horse Gram,13.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Alair,Horse Gram,13.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Athmakur,Horse Gram,0.0,2.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Yadagirigutta,Horse Gram,9.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bommalaramaram,Horse Gram,39.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Rajapet,Horse Gram,14.0,12.0
2017-2018,Rabi,Yadadri Bhuvanagiri,M.turkapally,Horse Gram,60.0,6.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Motakondur,Horse Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Narayanpur,Horse Gram,16.0,12.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Choutuppal,Horse Gram,4.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Ramannapet,Horse Gram,7.0,6.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Addagudur,Horse Gram,2.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Mothkur,Horse Gram,5.0,10.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Bhongir,Green Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bibinagar,Green Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Pochampally,Green Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Valigonda,Green Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Alair,Green Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Athmakur,Green Gram,1.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Yadagirigutta,Green Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bommalaramaram,Green Gram,3.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Rajapet,Green Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,M.turkapally,Green Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Motakondur,Green Gram,0.0,15.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Narayanpur,Green Gram,1.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Choutuppal,Green Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Ramannapet,Green Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Addagudur,Green Gram,5.0,2.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Mothkur,Green Gram,14.0,3.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Bhongir,Black Gram,7.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bibinagar,Black Gram,18.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Pochampally,Black Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Valigonda,Black Gram,7.0,5.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Alair,Black Gram,0.0,1.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Athmakur,Black Gram,1.0,5.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Yadagirigutta,Black Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bommalaramaram,Black Gram,19.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Rajapet,Black Gram,16.0,32.0
2017-2018,Rabi,Yadadri Bhuvanagiri,M.turkapally,Black Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Motakondur,Black Gram,0.0,35.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Narayanpur,Black Gram,8.0,15.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Choutuppal,Black Gram,0.0,16.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Ramannapet,Black Gram,44.0,5.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Addagudur,Black Gram,4.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Mothkur,Black Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bhongir,Red Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bibinagar,Red Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Pochampally,Red Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Valigonda,Red Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Alair,Red Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Athmakur,Red Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Yadagirigutta,Red Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bommalaramaram,Red Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Rajapet,Red Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,M.turkapally,Red Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Motakondur,Red Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Narayanpur,Red Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Choutuppal,Red Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Ramannapet,Red Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Addagudur,Red Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Mothkur,Red Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bhongir,Bengal Gram,2.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bibinagar,Bengal Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Pochampally,Bengal Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Valigonda,Bengal Gram,8.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Alair,Bengal Gram,33.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Athmakur,Bengal Gram,4.0,10.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Yadagirigutta,Bengal Gram,11.0,1.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Bommalaramaram,Bengal Gram,11.0,2.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Rajapet,Bengal Gram,16.0,35.0
2017-2018,Rabi,Yadadri Bhuvanagiri,M.turkapally,Bengal Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Motakondur,Bengal Gram,37.0,2.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Narayanpur,Bengal Gram,10.0,15.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Choutuppal,Bengal Gram,6.0,22.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Ramannapet,Bengal Gram,10.0,3.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Addagudur,Bengal Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Mothkur,Bengal Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bhongir,Cow Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bibinagar,Cow Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Pochampally,Cow Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Valigonda,Cow Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Alair,Cow Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Athmakur,Cow Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Yadagirigutta,Cow Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bommalaramaram,Cow Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Rajapet,Cow Gram,7.0,4.0
2017-2018,Rabi,Yadadri Bhuvanagiri,M.turkapally,Cow Gram,0.0,1.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Motakondur,Cow Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Narayanpur,Cow Gram,3.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Choutuppal,Cow Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Ramannapet,Cow Gram,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Addagudur,Cow Gram,1.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Mothkur,Cow Gram,3.0,5.0
2017-2018,Rabi,Yadadri Bhuvanagiri,Bhongir,Other pulses,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bibinagar,Other pulses,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Pochampally,Other pulses,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Valigonda,Other pulses,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Alair,Other pulses,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Athmakur,Other pulses,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Yadagirigutta,Other pulses,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bommalaramaram,Other pulses,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Rajapet,Other pulses,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,M.turkapally,Other pulses,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Motakondur,Other pulses,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Narayanpur,Other pulses,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Choutuppal,Other pulses,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Ramannapet,Other pulses,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Addagudur,Other pulses,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Mothkur,Other pulses,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bhongir,Chillies,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bibinagar,Chillies,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Pochampally,Chillies,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Valigonda,Chillies,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Alair,Chillies,15.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Athmakur,Chillies,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Yadagirigutta,Chillies,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Bommalaramaram,Chillies,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Rajapet,Chillies,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,M.turkapally,Chillies,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Motakondur,Chillies,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Narayanpur,Chillies,1.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Choutuppal,Chillies,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Ramannapet,Chillies,1.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Addagudur,Chillies,0.0,
2017-2018,Rabi,Yadadri Bhuvanagiri,Mothkur,Chillies,0.0,
